market,model,week_start,ctg_channels,local_channels,ctg_role,local_role,local_activity_count,ctg_activity_count,gap_score,harvest_score,duplication_score,confidence_score,confidence_level,data_quality_note,recommended_action,budget_direction,planning_bucket,recommendation_reason
PIB SPA,Cayenne E4,2026-02-02,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E4 in week 2026-02-02: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Macan BEV,2026-02-02,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Macan BEV in week 2026-02-02: local activity is live (Search) but CTG has no matching support in the timeline.
POF,Cayenne E3 II,2026-02-02,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E3 II in week 2026-02-02: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Cayenne E4,2026-02-02,,"Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E4 in week 2026-02-02: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Macan BEV,2026-02-02,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Macan BEV in week 2026-02-02: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PPL,Cayenne E3 II,2026-02-02,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PPL / Cayenne E3 II in week 2026-02-02: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PTW,Cayenne E4,2026-02-02,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Cayenne E4 in week 2026-02-02: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PTW,Macan BEV,2026-02-02,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Macan BEV in week 2026-02-02: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PBR,Cayenne E3 II,2026-02-09,,"Other Online Channel, Retail Marketplace, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PBR / Cayenne E3 II in week 2026-02-09: local activity is live (Other Online Channel, Retail Marketplace, Search, Social) but CTG has no matching support in the timeline."
PCH,Cayenne E4,2026-02-09,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PCH / Cayenne E4 in week 2026-02-09: local activity is live (Search) but CTG has no matching support in the timeline.
PCH,Macan BEV,2026-02-09,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PCH / Macan BEV in week 2026-02-09: local activity is live (Search) but CTG has no matching support in the timeline.
PCNA,Cayenne E3 II,2026-02-09,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E3 II in week 2026-02-09: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E4,2026-02-09,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E4 in week 2026-02-09: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Macan BEV,2026-02-09,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Macan BEV in week 2026-02-09: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PD,Cayenne E3 II,2026-02-09,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PD / Cayenne E3 II in week 2026-02-09: local activity is live (Search) but CTG has no matching support in the timeline.
PD,Cayenne E4,2026-02-09,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PD / Cayenne E4 in week 2026-02-09: local activity is live (Search) but CTG has no matching support in the timeline.
PD,Macan BEV,2026-02-09,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PD / Macan BEV in week 2026-02-09: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Cayenne E3 II,2026-02-09,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E3 II in week 2026-02-09: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Cayenne E4,2026-02-09,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E4 in week 2026-02-09: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Macan BEV,2026-02-09,,"Brand Days, Other Online Channel, Programmatic, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIB SPA / Macan BEV in week 2026-02-09: local activity is live (Brand Days, Other Online Channel, Programmatic, Search, Social) but CTG has no matching support in the timeline."
PIT,Cayenne E4,2026-02-09,,"Programmatic, Social",unknown,upper_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Cayenne E4 in week 2026-02-09: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
PIT,Macan BEV,2026-02-09,,"Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Macan BEV in week 2026-02-09: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
PNO,Macan BEV,2026-02-09,,"Other Online Channel, Programmatic, Streaming TV",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PNO / Macan BEV in week 2026-02-09: local activity is live (Other Online Channel, Programmatic, Streaming TV) but CTG has no matching support in the timeline."
POF,Cayenne E3 II,2026-02-09,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E3 II in week 2026-02-09: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Cayenne E4,2026-02-09,,"Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E4 in week 2026-02-09: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Macan BEV,2026-02-09,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Macan BEV in week 2026-02-09: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PPL,Cayenne E3 II,2026-02-09,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PPL / Cayenne E3 II in week 2026-02-09: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PTW,Cayenne E4,2026-02-09,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Cayenne E4 in week 2026-02-09: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PTW,Macan BEV,2026-02-09,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Macan BEV in week 2026-02-09: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PBR,Cayenne E3 II,2026-02-16,,"Other Online Channel, Retail Marketplace, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PBR / Cayenne E3 II in week 2026-02-16: local activity is live (Other Online Channel, Retail Marketplace, Search, Social) but CTG has no matching support in the timeline."
PCH,Cayenne E4,2026-02-16,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PCH / Cayenne E4 in week 2026-02-16: local activity is live (Search) but CTG has no matching support in the timeline.
PCH,Macan BEV,2026-02-16,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PCH / Macan BEV in week 2026-02-16: local activity is live (Search) but CTG has no matching support in the timeline.
PCNA,Cayenne E3 II,2026-02-16,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E3 II in week 2026-02-16: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Cayenne E4,2026-02-16,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E4 in week 2026-02-16: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PCNA,Macan BEV,2026-02-16,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Macan BEV in week 2026-02-16: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PD,Cayenne E3 II,2026-02-16,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Cayenne E3 II in week 2026-02-16: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PD,Cayenne E4,2026-02-16,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Cayenne E4 in week 2026-02-16: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PD,Macan BEV,2026-02-16,,"Programmatic, Search",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PD / Macan BEV in week 2026-02-16: local activity is live (Programmatic, Search) but CTG has no matching support in the timeline."
PIB POR,Macan BEV,2026-02-16,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIB POR / Macan BEV in week 2026-02-16: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PIB SPA,Cayenne E3 II,2026-02-16,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E3 II in week 2026-02-16: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Cayenne E4,2026-02-16,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PIB SPA / Cayenne E4 in week 2026-02-16: local activity is live (Search) but CTG has no matching support in the timeline.
PIB SPA,Macan BEV,2026-02-16,,"Brand Days, Other Online Channel, Programmatic, Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIB SPA / Macan BEV in week 2026-02-16: local activity is live (Brand Days, Other Online Channel, Programmatic, Search, Social) but CTG has no matching support in the timeline."
PIT,Cayenne E4,2026-02-16,,"Programmatic, Social",unknown,upper_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Cayenne E4 in week 2026-02-16: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
PIT,Macan BEV,2026-02-16,,"Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PIT / Macan BEV in week 2026-02-16: local activity is live (Programmatic, Social) but CTG has no matching support in the timeline."
PNO,Macan BEV,2026-02-16,,"Other Online Channel, Programmatic, Streaming TV",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PNO / Macan BEV in week 2026-02-16: local activity is live (Other Online Channel, Programmatic, Streaming TV) but CTG has no matching support in the timeline."
POF,Cayenne E3 II,2026-02-16,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E3 II in week 2026-02-16: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Cayenne E4,2026-02-16,,"Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Cayenne E4 in week 2026-02-16: local activity is live (Search, Social) but CTG has no matching support in the timeline."
POF,Macan BEV,2026-02-16,,"Search, Social",unknown,full_funnel,2,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"POF / Macan BEV in week 2026-02-16: local activity is live (Search, Social) but CTG has no matching support in the timeline."
PPL,Cayenne E3 II,2026-02-16,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PPL / Cayenne E3 II in week 2026-02-16: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
PTW,Cayenne E4,2026-02-16,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Cayenne E4 in week 2026-02-16: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PTW,Macan BEV,2026-02-16,,"Other Online Channel, Programmatic, Social",unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PTW / Macan BEV in week 2026-02-16: local activity is live (Other Online Channel, Programmatic, Social) but CTG has no matching support in the timeline."
PBR,Cayenne E3 II,2026-02-23,,"Other Online Channel, Retail Marketplace, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PBR / Cayenne E3 II in week 2026-02-23: local activity is live (Other Online Channel, Retail Marketplace, Search, Social) but CTG has no matching support in the timeline."
PCA,Cayenne E3 II,2026-02-23,,Programmatic,unknown,upper_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PCA / Cayenne E3 II in week 2026-02-23: local activity is live (Programmatic) but CTG has no matching support in the timeline.
PCH,Cayenne E4,2026-02-23,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PCH / Cayenne E4 in week 2026-02-23: local activity is live (Search) but CTG has no matching support in the timeline.
PCH,Macan BEV,2026-02-23,,Search,unknown,lower_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,PCH / Macan BEV in week 2026-02-23: local activity is live (Search) but CTG has no matching support in the timeline.
PCNA,Cayenne E3 II,2026-02-23,,"Programmatic, Search, Social",unknown,full_funnel,1,0,0,0,0,100.0,High,complete,Potential CTG whitespace,Review for CTG test,Fix,"PCNA / Cayenne E3 II in week 2026-02-23: local activity is live (Programmatic, Search, Social) but CTG has no matching support in the timeline."
